회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),부채비율,당좌비율,유동비율,이자보상배율(이자비용),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),이자비용(IFRS)(천원),차입금의존도,자기자본구성비율,당기순이익(손실)(IFRS)(천원),감가상각비(백만원),금융비용(백만원),단기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),법인세비용차감전(계속사업)손익(백만원),매출액영업이익률,자기자본순이익률,총자본순이익률,매출액(수익)(*)(IFRS)(천원),총자본회전률,자기자본회전률,운전자본회전률,순운전자본회전률,재고자산회전률,당좌자산회전률,유동자산회전률,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,유동자산증가율,재고자산증가율,영업이익증가율,총자본투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),자본(*)(IFRS)(천원),연구개발비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
(주)힘찬닥터스,052687,2013/12,46,148.77,25.95,26.15,2.62,,,52.47,40.2,,901.22,1080.63,,,,1858.99,29.36,8.3,3.17,,0.21,0.55,0.01,0.29,155.08,1.38,1.37,-24.46,-2.22,8.66,58.49,-2.27,-1.99,-30.1,5.72,10.22,48.16,12.75,87.25,31.34,,,,,,,
(주)힘찬닥터스,052687,2014/12,46,59.89,109.04,109.08,1.01,,,27.4,62.54,,301.62,498.62,,,,1700.24,9.01,6.16,3.04,,0.15,0.31,0,0.21,214.78,0.64,0.64,-38.68,-31.64,6.36,-20.2,-49.17,65.22,-92.39,-81.19,9.99,52.51,16.7,83.3,37.41,,,,,,,
(주)힘찬닥터스,052687,2015/12,46,12.53,196.9,196.9,2.44,,,4.5,88.87,,235.78,103.82,,,,227.31,18.85,0.56,0.41,,0.06,0.08,0,0.13,846.43,0.23,0.23,-72.13,-29.22,0.56,-90.57,-1.23,-76.73,0,-41.68,3.62,48.32,18.85,81.15,13.75,,,,,,,
(주)힘찬닥터스,052687,2016/12,46,11.14,126.31,126.31,9.67,,,5.82,89.98,,238.64,35.35,,,,392.85,52.86,1.65,1.48,,0.04,0.04,0,0.22,0,0.36,0.36,-52.25,0.41,1.66,196.89,5.68,-37.65,0,33.89,3.44,96.47,2.36,97.64,42.82,,,,,,,
(주)힘찬닥터스,052687,2017/12,46,33.54,132.22,132.22,7.65,,,21.35,74.88,,203.85,57.62,,,,1253.55,59.43,4.86,3.96,,0.03,0.04,1.11,0.23,0,0.41,0.41,-3.84,26.14,4.98,204.28,26.46,22.31,0,8.12,5.67,208.63,0,100,62.65,,,,,,,
(주)힘찬닥터스,052687,2018/12,46,60,149.37,149.37,8.35,,,34.96,62.5,,201.96,55.44,,,,445.69,61.76,1.74,1.18,,0.03,0.04,0.66,0.23,0,0.39,0.39,5.75,21.91,1.75,-63.03,23.72,-0.86,0,9.89,2.3,97.64,0.02,99.98,46.81,,,,,,,
(주)힘찬닥터스,052687,2019/12,46,60.46,91.69,91.69,0.58,,,35.11,62.32,,202.04,371.54,,,,-152.31,27.29,-0.71,-0.44,,0.02,0.04,0.43,0.27,0,0.49,0.49,-0.67,-0.42,-0.71,0,1.98,-38.32,0,-56.11,1.92,81.61,0.02,99.98,-23.23,,,,,,,
(주)힘찬닥터스,052687,2020/12,46,58.14,100.94,100.94,0.62,,,34.3,63.23,,228.61,358.54,,,,-97.27,28.12,-0.46,-0.29,,0.02,0.04,0.35,0.37,0,0.75,0.75,-1.56,-1.89,-0.46,0,-0.67,-33.88,0,1.43,2.35,99.5,0.03,99.97,-12.36,,,,,,,
(주)힘찬닥터스,052687,2021/12,46,42.9,238.3,238.3,-1.25,,,25.92,69.98,,79.68,328.36,,,,7338.3,-225.59,24.06,16.08,,0.01,0.01,0.84,0.05,0,0.08,0.08,-76.56,15.07,27.35,0,6.79,339.58,0,0,20.9,4348.02,0,100,71.92,,,,,,,
(주)힘찬닥터스,052687,2022/12,46,51.41,350.2,397.96,-5.55,,,32.52,66.05,,35.37,390.24,,,,-2625.43,-486.33,-10.22,-6.96,,0.01,0.02,0.02,0.12,3.94,0.17,0.16,147.59,-4.35,-9.72,0,0.15,-47.11,0,0,-4.21,-338.82,0,0,0,,,,,,,
(주)힘펠,061765,2012/12,28,55.01,222.88,247.01,-20.72,,,2.29,64.51,,107.94,-44.25,,,,109.53,-0.87,0.39,0.26,,1.38,2.06,0.05,1.36,22.35,2.01,1.84,8.04,8.71,0.39,-88.21,169.83,-9.86,28.18,0,15.16,11.42,79.49,20.51,1.65,,,,,,,
(주)힘펠,061765,2013/12,28,102.39,148.05,160.77,21.68,,,9.9,49.41,,183.51,-9.3,,,,399.41,2.07,4.8,2.68,,1.41,2.53,0.05,1.38,24.22,2.31,2.11,26.17,36.99,4.92,1169.02,74.31,32.47,7.21,0,11.86,9.7,59.89,40.11,19.54,,,,,,,
(주)힘펠,061765,2014/12,28,80.84,172.77,194.58,81.86,,,5.37,55.3,,445.06,33.76,,,,3521.72,13.16,28.94,15.23,,1.61,3.06,0.04,1.57,25.23,2.71,2.45,44.6,19.59,33.84,621.68,27.36,18.74,68.34,818.1,30.74,20.79,27.61,72.39,45.48,,,,,,,
(주)힘펠,061765,2015/12,28,65.42,190.4,214.59,109.85,,,2.55,60.45,,664.49,-30.89,,,,1956.09,6.99,13.96,8.09,,1.38,2.37,0.06,1.37,18.07,2.29,2.03,-4.56,5.2,15.01,-40.65,-3.36,11.72,12.37,-49.27,24.03,17.91,41.03,58.97,32.83,,,,,,,
(주)힘펠,061765,2016/12,28,62.26,204.02,236.26,307.92,,,2.02,61.63,,479.6,-18.4,,,,2742.23,8.48,16.31,9.96,,1.45,2.37,0.08,1.39,15.93,2.29,2,15.58,14.61,16.84,35.55,-8.95,22.1,47.8,40.15,28.45,21.03,46.26,53.74,32.79,,,,,,,
(주)힘펠,061765,2017/12,28,98.74,150.41,173.28,377.98,,,0,50.32,,344.83,-28.91,,,,2237.99,5.41,11.64,6.46,,1.71,3.08,0.07,1.49,16.83,2.6,2.25,38.31,18.82,-2.99,-24.28,-5.76,23.63,19.57,-11.79,22.96,14.58,53.7,46.3,25.89,,,,,,,
(주)힘펠,061765,2018/12,28,86.56,169.45,193.61,434.63,,,1.38,53.6,,352.79,4.07,,,,7846.61,12.4,38.32,20.01,,2.01,3.85,0.06,1.71,20.61,3.02,2.64,50.59,35.77,44.64,296.7,58.09,33.04,25.82,245.29,33.97,19.45,31.26,68.74,51.13,,,,,,,
(주)힘펠,061765,2019/12,28,82.53,144.48,176.26,341.07,,,8.98,54.79,,392.29,5.8,,,,7969.82,12.07,27.78,15.07,,1.61,2.97,0.08,1.53,15.45,2.78,2.36,1.76,20.63,23.29,-4.28,118.89,-0.6,43.61,-1,28.57,19.38,30.77,69.23,48.25,,,,,,,
(주)힘펠,061765,2020/12,28,103.1,140.13,178.93,138.51,,,12.34,49.24,,970.82,41.46,,,,8538.59,11.43,27.41,14.18,,1.52,2.93,0.12,1.48,11.52,2.9,2.32,14.41,22.37,9.98,14.39,3.12,33.34,60.34,8.37,28.87,20.95,35.31,64.69,44.63,,,,,,,
(주)힘펠,061765,2021/12,28,108.3,121.78,170.54,45.61,,,10.27,48.01,,1348.27,150.26,,,,8399.64,8.82,25.71,12.49,,1.56,3.22,0.16,1.43,8.83,3.02,2.25,24.33,19.4,16.43,6.32,6.55,23.93,63.39,-4.01,26.73,18.64,39.59,60.41,42.91,,,,,,,
(주)힘펠,061765,2022/12,28,123.17,109.8,156.26,23.09,,,14.95,44.81,,2301.23,110.8,,,,5394.7,4.91,14.91,6.9,,1.62,3.5,0.18,1.46,8.1,3.34,2.36,20.51,13.07,5.53,-35.9,31.49,7.5,11.8,-32.98,23.46,15.34,51.35,48.65,27.73,,,,,,,
화성건설주식회사,020464,2012/12,41,26.62,436.66,436.66,11.83,,,0,78.98,,40.75,-302.11,,,,148.55,1.69,-0.84,-0.72,,0.89,1.04,0,0.97,0,1.12,1.12,29.19,6.72,-8.46,0,-17.19,11.45,0,2.05,15.27,17.7,101.1,-1.1,-4.54,,,,,,,
화성건설주식회사,020464,2013/12,41,47.44,297.71,297.71,98.83,,,0,67.82,,29.24,-475.42,,,,608.99,1.15,4.01,2.92,,1.12,1.54,0.22,1.03,0,1.33,1.33,43.63,21.22,4.1,0,25.32,29.4,0,-2.21,11555.17,11302.77,94.21,5.79,0.02,,,,,,,
화성건설주식회사,020464,2014/12,41,31.67,417.57,417.57,45.98,,,0,75.95,,54.24,-382.56,,,,524.24,0.16,3.19,2.29,,0.81,1.13,0.17,0.73,0,0.95,0.95,-23.56,-7.8,3.24,-17.65,4.91,-9.78,0,-89.37,20.02,23.62,90.83,9.17,11.9,,,,,,,
화성건설주식회사,020464,2015/12,41,22.66,357.37,357.37,31.13,,,0.31,81.52,,54.18,-296,,,,175.48,0.38,1.33,1.04,,0.57,0.72,0.08,0.63,0,0.79,0.79,-34.71,-5.6,1.33,-57.49,-27.87,-35.33,0,56.16,12.32,21.03,97.49,2.51,8.71,,,,,,,
화성건설주식회사,020464,2016/12,41,22.27,483.93,483.93,-1592.39,,,0.55,81.79,,23.36,-188.04,,,,-973.4,-15.56,-8.39,-6.85,,0.45,0.55,0.07,0.52,0,0.64,0.64,-26.39,-8.34,-8.05,0,-57.21,32.17,0,0,9.74,20.68,174.75,-74.75,-73.53,,,,,,,
화성건설주식회사,020464,2017/12,41,12.65,823.59,823.59,151.04,,,0.07,88.77,,14.54,-340.85,,,,635.32,4.51,5.1,4.35,,0.45,0.53,0.09,0.46,0,0.54,0.54,-5.69,-3.05,5.23,0,-19.19,-3.38,0,0,14.6,31.88,81.84,18.16,30.25,,,,,,,
화성건설주식회사,020464,2018/12,41,8.91,1185.56,1185.56,9.2,,,0.07,91.82,,14.95,-246.86,,,,244.75,1.33,1.92,1.74,,0.42,0.46,0.32,0.45,0,0.5,0.5,-9.35,-1.44,1.94,-60.97,52.81,-1.31,0,-73.32,14.61,34.68,96.65,3.35,11.97,,,,,,,
화성건설주식회사,020464,2019/12,41,7.54,1363.74,1363.74,7.85,,,0.08,92.99,,14.42,-237.93,,,,290.06,0.51,2.32,2.14,,0.59,0.64,0,0.66,0,0.71,0.71,34.97,-6.71,-5.52,18.51,-19.23,-8.33,0,-48.27,15.36,25.22,95.07,4.93,14.46,,,,,,,
화성고속주식회사,076910,2015/12,49,584.94,87.03,90.94,187389.56,,,8.25,14.6,,461.09,-186.59,,,,1909.25,14.25,174.78,25.52,,1.95,13.37,0,1.36,66.21,2.98,2.85,0,0,0,0,0,0,0,0,32.05,32.83,43.01,56.99,39.81,,,,,,,
화성고속주식회사,076910,2016/12,49,170.53,66.84,79.98,7.62,,,32.86,36.96,,596.13,-93.24,,,,305.13,2.68,4.97,1.05,,1.34,6.33,0,1.04,33.17,2.38,2.22,-2.8,-58.45,5.2,-94.17,-19.65,-75.41,-6.01,-81.69,70.18,30.74,51.54,48.46,2.55,,,,,,,
화성고속주식회사,076910,2019/12,49,153.04,66.01,68.77,9.86,,,52.38,39.52,,1101.88,-95.45,,,,1531.1,11.66,41.8,16.52,,1.61,4.07,0.02,1.72,105.23,4.4,4.22,0,0,0,0,0,0,0,0,26.05,32.4,33.13,66.87,31.71,,,,,,,
화성고속주식회사,076910,2020/12,49,93.72,169.75,172.87,2.89,,,41.03,51.62,,710.03,-60.64,,,,1603.46,7.26,20.09,9.1,,0.5,1.09,0,0.46,33.94,0.9,0.88,-41.19,-9.26,18.52,5.03,-21.41,82.88,-17.61,-63.37,24.39,46.82,29.84,70.16,39.2,,,,,,,
화성광주고속도로주식회사,080735,2016/12,41,20.16,174.12,174.12,999999999,,,0,83.22,,0,-2.64,,,,-627.38,0,-7.98,-6.64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2017/12,41,39.19,239.54,239.54,999999999,,,18.64,71.85,,0,-6.69,,,,-995.11,0,-2.38,-1.76,,0,0,0,0,0,0,0,0,399.79,331.46,0,445.3,290.15,0,0,-0.31,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2018/12,41,60.98,123.12,123.12,999999999,,,30.41,62.12,,0,-1.29,,,,-1113.96,0,-1.29,-0.85,,0,0,0,0,0,0,0,0,78.99,54.76,0,110.53,-27.74,0,0,-0.17,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2019/12,41,194.78,85.64,85.64,999999999,,,56.68,33.92,,0,-3.8,,,,-1113.96,0,-1.07,-0.47,,0,0,0,0,0,0,0,0,81.17,-1.06,0,83.5,58.32,0,0,-0.07,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2020/12,41,358.75,98.32,98.32,999999999,,,71.16,21.8,,0,-2.81,,,,-1185.54,0,-1.15,-0.3,,0,0,0,0,0,0,0,0,53.85,-1.14,0,55.73,32.35,0,0,-0.04,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2021/12,41,522.6,99.4,99.4,999999999,,,81.69,16.06,,0,-2.68,,,,-1310.69,0,-1.28,-0.24,,0,0,0,0,0,0,0,0,33.99,-1.28,0,40.72,-56.7,0,0,-0.03,0,0,0,0,,,,,,,
화성광주고속도로주식회사,080735,2022/12,41,737.24,126.9,126.9,0.51,,,84.86,11.94,,14428.51,24934.14,,,,-11881.81,36.72,-12.45,-1.72,,0.05,0.37,0,0.77,0,1.43,1.43,0,18.72,-11.72,0,-99.73,147.05,0,0,3.81,81.54,3.55,96.45,-41.62,,,,,,,
화성금속공업(주),105705,2021/12,24,176.45,64.58,122.12,16.68,,,20.9,36.17,,105.46,89.79,,,,1886.22,1.36,39.42,14.26,,9.98,27.6,0.04,7.04,27.19,24.23,12.81,0,0,0,0,0,0,0,0,12.81,2.57,26.39,73.61,55.64,,,,,,,
화성금속공업(주),105705,2022/12,24,73.16,138.76,175.17,25.05,,,24.67,57.75,,103.97,151.22,,,,3895.75,3.29,33.4,15.45,,5.54,11.98,0.1,4.27,20.71,11.23,7.28,4.2,-12.23,40.13,103.45,2.44,-16.64,-63.22,152.42,25.89,4.37,17.54,82.46,63.84,,,,,,,
화성도시고속도로주식회사,074094,2014/12,52,25.22,74.44,74.44,999999999,,,0,79.86,,8.03,-13.12,,,,-773.37,0,-7.22,-5.76,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63,0,0,0,0,,,,,,,
화성도시고속도로주식회사,074094,2015/12,52,102.78,205.76,205.76,999999999,,,46.16,49.31,,8.03,-11.73,,,,-3841.14,0,-15.12,-8.89,,0,0,0,0,0,0,0,0,122,37.09,0,136.77,38.33,0,0,-5.41,0,0,0,0,,,,,,,
화성도시고속도로주식회사,074094,2016/12,52,327.34,141.3,141.3,999999999,,,73.82,23.4,,8.03,-4.35,,,,-694.84,0,-2.39,-0.76,,0,0,0,0,0,0,0,0,105.75,-2.36,0,118.02,-13.39,0,0,-0.11,0,0,0,0,,,,,,,
화성도시고속도로주식회사,074094,2017/12,52,659.71,240.34,240.34,-0.68,,,84.73,13.16,,3072.41,2533.48,,,,-4188.46,-49.05,-15.75,-2.71,,0.02,0.13,0.02,0.33,0,0.5,0.5,0,51.82,-14.6,0,-99.42,96.02,0,0,1.04,54.43,25.66,74.34,-217.14,,,,,,,
화성도시고속도로주식회사,074094,2018/12,52,838.73,284.44,284.44,0.01,,,88.51,10.65,,6124.07,5600.75,,,,-5518.53,0.34,-25.38,-3.03,,0.05,0.43,0.02,0.79,0,1.09,1.09,163.21,-4.27,-22.53,0,-18.24,-19.3,0,0,4.02,76.74,12.9,87.1,-77.1,,,,,,,
화성도시고속도로주식회사,074094,2019/12,52,1086.8,123.87,123.87,0.17,,,90.93,8.43,,6124.86,5510.68,,,,-4476.63,9.17,-26.74,-2.56,,0.06,0.62,0.02,0.86,0,1.36,1.36,11.35,-3.39,-23.59,0,-28.74,1.06,0,2938,5.21,86.42,19.68,80.32,-49.87,,,,,,,
화성도시고속도로주식회사,074094,2020/12,52,1351.56,71.18,71.18,0.35,,,92.75,6.89,,6124.86,5180.09,,,,-3257.96,16.27,-25.3,-1.94,,0.07,0.88,0.01,0.88,0,1.8,1.8,8.99,-5.16,-22.46,0,-40.33,-36.19,0,93.26,5.25,75.7,5.43,94.57,-38.02,,,,,,,
화성도시고속도로주식회사,074094,2021/12,52,2014.47,10.14,10.14,0.21,,,94.91,4.73,,6124.86,5160.49,,,,-4015.29,9.8,-43.46,-2.54,,0.07,1.17,0.01,1.12,0,3.86,3.86,-4.36,-6.34,-35.7,0,-67.58,-85.83,0,-42.41,5.06,71.4,5.33,94.67,-51.95,,,,,,,
화성도시고속도로주식회사,074094,2022/12,52,0,85.54,85.54,-0.36,,,99.64,0,,6042.15,8467.4,,,,-11427.31,-30.16,0,-7.53,,0.07,0,0.01,1.23,0,4.23,4.23,-7.22,-1.6,0,0,-78.72,482.15,0,0,2.31,34.61,9.87,90.13,-328.7,,,,,,,
화성도시공사,058104,2012/12,41,333.88,31.55,214.75,-4042.57,,,65.48,23.05,,1222.25,-483.16,,,,-4962.66,-39.56,-7.75,-1.77,,0.08,0.36,8.97,0.06,0.11,0.6,0.09,78.7,6.25,8.22,0,68.84,6.07,8.89,0,-0.1,-1.25,0,0,0,,,,,,,
화성도시공사,058104,2013/12,41,346.19,21.75,317.13,999999999,,,52.68,22.41,,74.42,-412.65,,,,-799.12,-7.81,-1.09,-0.25,,0.08,0.36,10.35,0.06,0.1,0.86,0.09,15.16,23.95,20.54,0,-99.56,42.01,55.05,0,0.79,10.62,82.69,17.31,-28.42,,,,,,,
화성도시공사,058104,2014/12,41,307.69,32.78,184.5,-0.68,,,62.61,24.53,,404.59,4994.26,,,,-19674.23,-7.04,-22.39,-5.27,,0.13,0.57,6.29,0.1,0.16,1.13,0.14,89.61,8.83,19.11,0,22857.92,1.56,-10.33,0,-3,-23.25,0,0,0,,,,,,,
화성도시공사,058104,2015/12,41,115.32,51.39,281.31,56.8,,,41.7,46.44,,204.18,-362.44,,,,25510.31,21.08,12.5,4.38,,0.2,0.57,3.87,0.15,0.26,1.18,0.21,49.2,-7.71,74.74,0,-91.57,-5.33,-5.91,0,7.86,37.71,7.17,92.83,58.08,,,,,,,
화성도시공사,058104,2016/12,41,97.47,67.2,259.7,1.27,,,24.8,50.64,,66.2,1087.97,,,,1116.61,2.9,0.68,0.33,,0.22,0.45,3.29,0.17,0.3,1.1,0.24,-0.18,-10.29,-2.17,-93.19,1622.59,-17.23,-24.93,-86.24,1.87,8.08,50.21,49.79,18.49,,,,,,,
화성도시공사,058104,2017/12,41,48.49,78.15,291.17,2.59,,,4.1,67.35,,77.21,227.14,,,,6136.24,3.81,3.56,2.06,,0.3,0.52,2.15,0.25,0.46,1.3,0.34,14.05,-24.28,0.7,422.26,-15.42,-25.12,-26.09,49.59,4.01,11.5,27.41,72.59,59.5,,,,,,,
화성도시피에프브이주식회사,078500,2016/12,41,0,4.3,231.93,999999999,-86689159,0,63.99,0,-13072321,0,-24.8,0,0,99712000,-13072.32,0,0,-16.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58,0,0,0,0,-83651,88342000,155833279,166902264,-11068985,0,-9235947
화성도시피에프브이주식회사,078500,2017/12,41,0,3.96,121.65,999999999,48170557,0,23.93,0,-2556783,0,-29.31,0,0,53178000,-2556.78,0,0,-1.35,0,0,0,0,0,0,0,0,0,42.6,0,0,0,42.6,40.56,0,-0.74,0,0,0,0,0,-46534000,222216952,235842720,-13625768,0,-2600444
화성도시피에프브이주식회사,078500,2019/09,41,2.13,4794.67,4794.67,999999999,2622735,0,0,97.91,2411683,0,-76.12,0,0,0,2659.47,8.69,27.42,26.85,26026906,2.9,2.96,0,2.84,0,2.9,2.9,0,0,0,0,0,0,0,0,29.36,10.13,0,0,91.47,83649,-13638881,8981234,187317,8793917,0,2260803
화성리사이클링(주),082660,2016/12,38,391.64,13.92,14.33,6.9,,,38.67,20.34,,304.54,89.27,,,,572.96,4.91,38.09,7.75,,2.54,12.47,0,4.49,1232.64,36.91,35.83,0,0,0,0,0,0,0,0,15.36,12.11,32.85,67.15,25.22,,,,,,,
화성리사이클링(주),082660,2017/12,38,270.19,43.92,44.04,7.4,,,65.62,27.01,,268.31,173.23,,,,1185.21,7.22,38.69,9.23,,1.7,7.11,0,3.41,1449.77,16.51,16.32,41.35,11.41,47.97,151.87,3.9,110.31,-79.82,107.98,18.65,11.59,17.58,82.42,46.96,,,,,,,
화성리사이클링(주),082660,2018/12,38,272.44,38.73,41.31,2.39,,,67.31,26.85,,275.74,245.63,,,,471.34,3.59,12.53,3.37,,1.46,5.43,0,3.21,316.86,11.14,10.76,-6.38,6.1,5.46,-60.3,5.15,9.53,2350.79,-53.43,13.78,9.71,34.67,65.33,23.77,,,,,,,
화성리사이클링(주),082660,2019/12,38,442.53,38.7,46.27,-1.49,,,79.14,18.43,,235.88,260.86,,,,-334.21,-2.54,-10.6,-2.32,,1.06,4.86,0,2.68,75.38,9.96,8.8,-7.77,46.38,0.49,0,52.07,15.79,203.54,0,8.44,9.43,76.75,23.25,-23.1,,,,,,,
화성리사이클링(주),082660,2020/12,38,348.91,43.93,61.05,1.35,,,74.76,22.28,,297.11,244.6,,,,606.71,1.88,16.33,3.32,,1.07,5.26,0,3.33,43.44,12.41,9.65,18.01,-2.55,17.78,0,-2.94,0.48,72.19,0,14.02,12.94,46.34,53.66,23.99,,,,,,,
화성리사이클링(주),082660,2021/12,38,206.58,63.7,87.08,15.3,,,60.93,32.62,,374.58,189.3,,,,2983.55,6.99,49.22,13.64,,2.45,8.85,0.06,8.05,69.16,26.03,18.91,138.15,10.45,61.73,326.74,6.41,42.52,36.48,783.36,26.17,11.21,23.93,76.07,49.64,,,,,,,
화성리사이클링(주),082660,2022/12,38,141.5,56.91,76.61,9.89,,,53.15,41.41,,405.62,271.22,,,,3063.69,5.89,34.26,12.75,,2.7,7.25,0.04,8.16,69.42,24.7,18.22,21.11,9.76,39.34,2.94,9.07,13.91,9.04,2.18,23.84,9.25,18.9,81.1,51.1,,,,,,,
화성미래피에프브이주식회사,078289,2015/12,68,0,1.11,402.96,-372.26,,,75.21,0,,0,7.33,,,,-5004.86,0,0,-53.77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.72,0,0,0,0,,,,,,,
화성미래피에프브이주식회사,078289,2016/12,68,0,915.35,7936.11,0.22,,,103.46,0,,0,10588.35,,,,-8282.21,2.09,0,-8.53,,1.14,0,0.79,1.1,1.27,10.87,1.14,0,843.49,0,0,0,843.49,736.97,0,1.56,2.49,0.07,99.93,-301.63,,,,,,,
화성미래피에프브이주식회사,078289,2017/12,68,0,1256.59,5183.74,1.86,,,99.7,0,,0,6962.88,,,,6003.51,9.25,0,3.8,,0.88,0,0.08,0.87,1.07,5.15,0.88,26.7,-20.04,0,0,0,-20.04,-31.53,460.9,9.51,9.55,0,0,44.94,,,,,,,
화성미래피에프브이주식회사,078289,2018/12,68,373.3,76.04,126.79,5.26,,,77.31,21.13,,0,5979.06,,,,25558.81,17.49,244.42,20.22,,1.45,17.54,0.13,1.07,2.41,3.65,1.45,28.98,-23,0,318.58,0,-23,-59.31,143.81,29.53,17.71,0,0,78.71,,,,,,,
화성보안시스템(주),094078,2019/12,75,134.82,159.95,159.95,999999999,,,0,42.59,,38.08,-23.6,,,,176.73,0.3,24.74,10.54,,12.87,30.22,0.05,8.62,0,14.01,14.01,0,0,0,0,0,0,0,0,23.99,3.73,65.32,34.68,21.96,,,,,,,
화성보안시스템(주),094078,2020/12,75,131.74,162.44,162.44,-166.47,,,0.33,43.15,,34.28,-22.5,,,,102.67,-0.09,6.96,2.98,,6.36,14.83,0.1,4.26,0,6.9,6.9,-1.89,-1.33,-0.01,-43.74,-26.86,-0.78,0,0,24.41,3.81,77.86,22.14,12.3,,,,,,,
화성보안시스템(주),094078,2021/12,75,142.29,159.39,159.39,217.69,,,0.29,41.27,,32.65,-22.03,,,,154.48,0.15,10.05,4.24,,6.54,15.51,0.09,4.33,0,7.03,7.03,10.15,15.62,10.59,52.1,-26.78,17.19,0,0,25.9,4.25,75.99,24.01,15.25,,,,,,,
화성보안시스템(주),094078,2022/12,75,129.85,166.2,166.2,738.47,,,0.27,43.51,,26.76,-7.41,,,,167.49,0.74,10.5,4.45,,6.24,14.72,0.1,4.13,0,6.66,6.66,5.14,5.31,11.01,15.75,-8.84,5.64,0,433.02,23.81,3.91,72.72,27.28,18.24,,,,,,,
화성봉담피에프브이(주),054347,2012/12,68,5913.97,101.69,101.69,-28.99,-6827297,83521,95.27,1.66,-23668808,,83.52,62974708,0,0,-23297.34,0,-183,-32.98,0,0,0,0,0,0,0,0,0,-14.62,-95.56,0,0,-14.62,0,0,-34.9,0,0,0,0,-3532958,10474708,66098065,64998990,1099075,0,-2420956
화성산업(주),089168,2018/12,22,52.11,194.37,197.63,6255,,,0,65.74,,117.25,-34.58,,,,1551.82,6.92,30.24,19.88,,2.63,4,0,3.59,328.2,5.5,5.41,0,0,0,0,0,0,0,0,18.38,13.98,28.09,71.91,54.06,,,,,,,
화성산업(주),089168,2019/12,22,39.67,242.33,245.56,999999999,,,0,71.6,,115.7,-56.11,,,,1290.59,3.63,11.98,8.22,,1.01,1.47,0.01,1.49,145.8,2.21,2.18,-23.59,-0.54,8.32,-17.48,-52.68,-9.94,-27.99,-59.93,16.99,16.81,35.2,64.8,48.54,,,,,,,
화성산업(주),089168,2020/12,22,25.99,234.01,236.51,4948.72,,,0,79.37,,136.56,-42.08,,,,816.96,2.63,6.53,4.93,,0.86,1.14,0.01,1.49,176.31,2.14,2.11,-13.72,2.03,13.1,-39.61,-4.35,-12.33,-29.55,-37.36,11.96,13.99,39.17,60.83,40.81,,,,,,,
화성산업(주),089168,2021/12,22,15.18,170.77,173.43,999999999,,,0,86.82,,108.35,-26.96,,,,800.43,1.03,5.8,4.81,,0.81,0.97,0,1.81,217.17,2.7,2.67,-8.26,-5.96,2.87,-4.41,262.82,-44.62,-19.79,-63.95,11.86,14.22,36.79,63.21,41.85,,,,,,,
화성상용서비스(주),082645,2016/12,95,1753.25,40.94,64.79,1.21,,,66.62,5.4,,0,152.79,,,,53.38,5.21,22.27,1.2,,0.91,16.91,0.02,1.95,13.5,7.86,4.97,0,0,0,0,0,0,0,0,9.68,21.22,71.16,28.84,6.21,,,,,,,
화성상용서비스(주),082645,2017/12,95,432.69,11.9,49.49,1.01,,,67.77,18.77,,380.58,173.75,,,,50.58,5.84,3.85,0.47,,0.42,3.44,0.04,0.89,4.52,5.45,2.47,-8.61,0.38,249.22,-22.31,10.2,-16.25,72.84,2.44,14.66,35.3,46.91,53.09,3.17,,,,,,,
화성실업주식회사,045778,2012/12,68,56.74,6275.41,6275.41,999999999,,,0,63.8,,107.45,-318.74,,,,489.74,6.01,2.26,1.44,,0.23,0.35,0.02,0.4,0,0.41,0.41,0,0,0,0,0,0,0,0,10.61,47.12,18.18,81.82,13.56,,,,,,,
화성실업주식회사,045778,2013/12,68,52.53,5088.71,5088.71,999999999,,,0,65.56,,125.31,-292.47,,,,462.78,9.32,8.39,5.43,,0.15,0.23,0.03,0.27,0,0.28,0.28,-28.63,16.25,19.46,308.15,-2.46,10.17,0,10.79,9.32,67.47,18.52,81.48,54.18,,,,,,,
